,ClientID,AgeEntry,AgeExit,Gender,Race,Ethnicity,Veteran
2677,248566,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2678,447282,20.0,20.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2679,456628,52.0,52.0,Male,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
2680,434858,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2681,301121,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2682,456554,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2683,169008,60.0,60.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2684,398224,58.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2685,459296,32.0,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2686,98579,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2687,373188,37.0,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2688,110973,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2689,153324,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2690,281041,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2691,373731,28.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2692,264620,51.0,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2693,296485,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2694,296485,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2695,215739,61.0,61.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2696,192790,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2697,396639,46.0,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2698,167933,46.0,46.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2699,459879,66.0,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2700,11625,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2701,434858,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2702,425239,70.0,71.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2703,88294,61.0,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2704,276087,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2705,459883,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2706,298569,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2707,459884,31.0,32.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2708,349918,40.0,40.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2709,460004,53.0,53.0,Male,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
2710,183775,39.0,39.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2711,292185,25.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2712,421503,35.0,35.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2713,454491,21.0,21.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2714,388135,30.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2715,460180,35.0,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2716,460179,40.0,40.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2717,420015,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2718,460325,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2719,211651,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2720,460322,29.0,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2721,460323,49.0,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2722,434858,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2723,460324,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2724,459883,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2725,294561,34.0,34.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2726,177751,33.0,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2727,183776,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2728,396639,46.0,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2729,104087,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2730,343041,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2731,265504,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2732,218081,49.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2733,123882,68.0,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2734,296485,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2735,455112,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2736,294561,34.0,34.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2737,367206,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2738,460494,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2739,195489,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2740,120098,75.0,75.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2741,222730,53.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2742,430223,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2743,460493,53.0,53.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2744,168762,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2745,444293,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2746,21247,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2747,173477,67.0,67.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2748,451981,41.0,42.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2749,445242,61.0,61.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2750,397720,40.0,40.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2751,175854,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2752,436540,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2753,426181,36.0,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2754,233619,42.0,42.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2755,231095,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2756,460680,27.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2757,184832,67.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2758,196740,42.0,42.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2759,389683,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2760,340547,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2761,460751,25.0,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2762,460752,24.0,24.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2763,453205,23.0,23.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2764,67984,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2765,460865,37.0,38.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2766,296887,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2767,460931,53.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2768,249916,50.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2769,461063,55.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2770,461064,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2771,415399,45.0,45.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2772,387703,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2773,461331,57.0,57.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2774,288686,30.0,30.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2775,461330,58.0,58.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2776,177187,55.0,55.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2777,418176,38.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2778,182976,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2779,461439,24.0,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2780,461539,32.0,32.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2781,233619,42.0,42.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2782,268404,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2783,461540,53.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2784,161265,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2785,1001336,34.0,34.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2786,461710,37.0,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2787,461711,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2788,186532,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2789,461823,54.0,55.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2790,441221,61.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2791,184737,27.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2792,303331,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2793,205165,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2794,331491,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2795,437837,49.0,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2796,343041,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2797,296887,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2798,462369,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2799,229066,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2800,194756,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2801,447809,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2802,462368,35.0,35.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2803,291236,35.0,35.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2804,462367,68.0,69.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2805,354812,18.0,19.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2806,462366,53.0,54.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2807,349278,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2808,347621,70.0,70.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2809,451680,67.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2810,462600,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2811,130671,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2812,462598,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2813,462599,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2814,332378,57.0,58.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2815,420712,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2816,462716,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2817,160957,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2818,345932,35.0,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2819,182976,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2820,400414,56.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2821,462809,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2822,285806,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2823,419124,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2824,157439,61.0,62.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2825,462808,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2826,417090,19.0,19.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2827,333763,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2828,226049,30.0,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2829,227678,34.0,34.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2830,463114,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2831,463112,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2832,457893,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2833,168762,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2834,183537,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2835,462058,64.0,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2836,86177,54.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2837,458923,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2838,447806,50.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2839,215739,61.0,61.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2840,459027,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2841,463515,29.0,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2842,280135,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2843,346815,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2844,463517,49.0,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2845,463800,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2846,463824,24.0,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2847,452762,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2848,168634,61.0,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2849,422042,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2850,463844,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2851,463843,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2852,115069,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2853,436540,27.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2854,463973,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2855,218215,46.0,46.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2856,451491,47.0,47.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2857,450718,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2858,430970,36.0,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2859,224194,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2860,442585,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2861,464164,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2862,452246,28.0,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2863,464163,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2864,159368,44.0,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2865,353253,36.0,36.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2866,387424,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2867,461539,32.0,32.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2868,130920,55.0,55.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2869,418563,36.0,36.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2870,400528,23.0,23.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2871,183992,47.0,47.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2872,349279,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2873,218041,37.0,37.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2874,419527,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2875,123122,53.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2876,464737,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2877,224220,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2878,441505,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2879,464819,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2880,463843,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2881,464820,24.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2882,464822,28.0,28.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2883,464824,18.0,19.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2884,464823,41.0,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2885,409835,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2886,464827,56.0,57.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2887,464825,39.0,40.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2888,464826,20.0,21.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2889,464949,20.0,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2890,172313,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2891,464948,57.0,57.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2892,465084,56.0,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2893,270571,32.0,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2894,184832,67.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2895,219636,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2896,429152,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2897,452582,24.0,24.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2898,190705,64.0,64.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2899,462826,20.0,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2900,465430,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2901,172866,32.0,32.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2902,368693,68.0,68.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2903,365126,49.0,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2904,75600,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2905,183537,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2906,464738,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2907,178324,55.0,55.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2908,465624,56.0,56.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2909,455984,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2910,465903,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2911,438203,67.0,69.0,Male,Client doesn't know (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2912,152288,34.0,34.0,Female,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
2913,445161,47.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2914,451680,67.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2915,422785,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2916,322898,68.0,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2917,441221,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2918,461823,55.0,55.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2919,227678,34.0,34.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2920,172313,39.0,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2921,416885,58.0,58.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2922,421503,35.0,35.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2923,172866,32.0,32.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2924,380045,33.0,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2925,467009,50.0,50.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2926,467119,32.0,32.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2927,117195,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2928,467123,44.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2929,467120,44.0,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2930,453205,23.0,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2931,210601,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2932,329694,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2933,394031,43.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2934,467140,30.0,30.0,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2935,106490,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2936,467131,22.0,22.0,Male,Client refused (HUD),Hispanic/Latino (HUD),No (HUD)
2937,467133,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2938,467137,37.0,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2939,178445,36.0,36.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
